id,country,city,district,address,rooms,area,floor,series,price,price_per_meter,has_geocode,latt,longt,stnumber,staddress,created,last_seen
1,Latvia,Riga,Centrs,Blaumaņa 12,2,45,3,Renovēts,109515,2433.67,1,56.95464,24.12233,12.0,Blaumaņa iela,07/06/2019 08:01,16/06/2019 08:01
2,Latvia,Riga,Citi,Dārzciema 131,3,63,1,103. sērija,70000,1111.11,1,56.93236,24.1822,131.0,DArzciema iela,07/06/2019 08:01,11/06/2019 08:00
3,Latvia,Riga,Centrs,Skolas 25,4,126,4,Pirmskara projekts,185000,1468.25,1,56.95923,24.12094,25.0,Skolas iela,07/06/2019 08:01,16/06/2019 08:01
4,Latvia,Riga,Ziepniekkalns,Bauskas 45,4,102,4,Jaunais projekts,138000,1352.94,1,56.9158,24.13769,145.0,Bauskas iela,07/06/2019 08:01,16/06/2019 08:01
5,Latvia,Riga,Ziepniekkalns,Ozolciema 12,3,76,9,119. sērija,75100,988.16,1,56.90133,24.08885,12.0,Ozolciema iela,07/06/2019 08:01,16/06/2019 08:01
6,Latvia,Riga,Imanta,Slokas 191,2,49,5,Lietuviešu projekts,36500,744.9,1,56.96332,24.01822,191.0,Slokas iela,07/06/2019 08:01,16/06/2019 08:01
7,Latvia,Riga,Teika,Laimdotas 57,2,42,1,Hruščova projekts,38000,904.76,1,56.96816,24.18722,57.0,Laimdotas iela,07/06/2019 08:01,16/06/2019 08:01
8,Latvia,Riga,Centrs,Tallinas 23,3,82,2,Pirmskara projekts,110000,1341.46,1,56.96386,24.13614,23.0,Tallinas iela,07/06/2019 08:01,16/06/2019 08:01
9,Latvia,Riga,Centrs,Valdemāra 71,5,110,6,Pirmskara projekts,199900,1817.27,1,56.96202,24.123,71.0,Krišjāņa Valdemāra iela,07/06/2019 08:01,16/06/2019 08:01
10,Latvia,Riga,Mežaparks,Ezermalas 27,2,52,8,Specprojekts,65000,1250.0,1,57.00106,24.16941,27.0,Ezermalas iela,07/06/2019 08:01,16/06/2019 08:01
11,Latvia,Riga,Centrs,Čaka 70,1,56,7,Pirmskara projekts,78500,1401.79,1,56.95576,24.13576,70.0,Aleksandra Čaka iela,07/06/2019 08:01,16/06/2019 08:01
12,Latvia,Riga,Centrs,Ganību d. 15,3,86,5,Pirmskara projekts,109600,1274.42,1,56.97362,24.11071,15.0,Ganību dambis,07/06/2019 08:01,16/06/2019 08:01
13,Latvia,Riga,Centrs,Ganību d. 15,1,32,5,Pirmskara projekts,43200,1350.0,1,56.97362,24.11071,15.0,Ganību dambis,07/06/2019 08:01,16/06/2019 08:01
14,Latvia,Riga,Centrs,Ganību d. 15,1,33,3,Pirmskara projekts,32400,981.82,1,56.97362,24.11071,15.0,Ganību dambis,07/06/2019 08:01,16/06/2019 08:01
15,Latvia,Riga,Maskavas priekšpilsēta,Daugavpils 49,1,29,5,Pirmskara projekts,22900,789.66,1,56.94555,24.14086,49.0,Daugavpils iela,07/06/2019 08:01,16/06/2019 08:01
16,Latvia,Riga,Centrs,Kalniņa 6,2,46,5,Renovēts,123000,2673.91,1,56.94975,24.12081,6.0,Alfrēda Kalniņa iela,07/06/2019 08:01,16/06/2019 08:01
17,Latvia,Riga,Purvciems,Ilūkstes 109,3,59,5,467. sērija,75000,1271.19,1,56.95479,24.19613,109.0,Ilūkstes iela,07/06/2019 08:01,16/06/2019 08:01
18,Latvia,Riga,Citi,Balasta d. 72,4,178,1,Jaunais projekts,430000,2415.73,1,56.9587,24.08421,72.0,Balasta dambis,07/06/2019 08:01,16/06/2019 08:01
19,Latvia,Riga,Jugla,Silciema 25,3,79,2,Privātmāja,52900,669.62,1,56.98358,24.24035,25.0,Silciema iela,07/06/2019 08:01,16/06/2019 08:01
20,Latvia,Riga,Jugla,Murjāņu 34,3,58,5,Hruščova projekts,49800,858.62,1,56.97948,24.24709,34.0,Murjāņu iela,07/06/2019 08:01,16/06/2019 08:01
21,Latvia,Riga,Ķengarags,Aviācijas 1,2,51,1,Lietuviešu projekts,45900,900.0,1,56.90662,24.19378,1.0,Aviācijas iela,07/06/2019 08:01,16/06/2019 08:01
23,Latvia,Riga,Centrs,Birznieka-Upīša 13,3,76,3,Jaunais projekts,211000,2776.32,1,56.94911,24.12647,13.0,Ernesta Birznieka-Upīša iela,07/06/2019 08:01,16/06/2019 08:01
24,Latvia,Riga,Iļģuciems,Buļļu 31,3,61,5,Lietuviešu projekts,55000,901.64,1,56.96719,24.05551,31.0,Buļļu iela,07/06/2019 08:01,16/06/2019 08:01
25,Latvia,Riga,Bolderāja,Silikātu 4,4,101,3,Staļina projekts,70000,693.07,1,57.02865,24.04188,4.0,Silikātu iela,07/06/2019 08:01,16/06/2019 08:01
26,Latvia,Riga,Ķengarags,Aviācijas 5,2,50,3,Lietuviešu projekts,38000,760.0,1,56.90607,24.19555,5.0,Aviācijas iela,07/06/2019 08:01,16/06/2019 08:01
27,Latvia,Riga,Imanta,Anniņmuižas 38,3,100,4,Jaunais projekts,132000,1320.0,1,56.96097,24.01567,38.0,Anniņmuižas bulvāris,07/06/2019 08:01,16/06/2019 08:01
29,Latvia,Riga,Citi,Tapešu 44,1,30,5,Lietuviešu projekts,27000,900.0,1,56.95591,24.04637,44.0,Tapešu iela,07/06/2019 08:01,10/06/2019 08:01
30,Latvia,Riga,Centrs,Ganību d. 13,4,85,5,103. sērija,100000,1176.47,1,56.9736,24.10936,13.0,Ganību dambis,07/06/2019 08:01,16/06/2019 08:01
33,Latvia,Riga,Centrs,Silmaču 1,2,43,1,Jaunais projekts,84120,1956.28,1,56.96882,24.148,1.0,Silmaču iela,07/06/2019 08:01,16/06/2019 08:01
34,Latvia,Riga,Centrs,Silmaču 1,2,50,1,Jaunais projekts,95280,1905.6,1,56.96882,24.148,1.0,Silmaču iela,07/06/2019 08:01,16/06/2019 08:01
35,Latvia,Riga,Purvciems,Stirnu 57,2,44,1,Lietuviešu projekts,47900,1088.64,1,56.96472,24.1921,57.0,Stirnu iela,07/06/2019 08:01,16/06/2019 08:01
36,Latvia,Riga,Centrs,Skolas 20,3,99,3,Jaunais projekts,260000,2626.26,1,56.9581,24.11952,20.0,Skolas iela,07/06/2019 08:01,16/06/2019 08:01
37,Latvia,Riga,Āgenskalns,Melnsila 21,2,41,2,Hruščova projekts,43000,1048.78,1,56.94501,24.06433,21.0,Melnsila iela,07/06/2019 08:01,16/06/2019 08:01
38,Latvia,Riga,Imanta,M. Krūmu 18,2,50,9,602. sērija,47500,950.0,1,56.96108,24.00385,18.0,Mazā Krūmu iela,07/06/2019 08:01,16/06/2019 08:01
39,Latvia,Riga,Sarkandaugava,Tvaika 24,3,70,5,103. sērija,66500,950.0,1,57.00116,24.11861,24.0,Tvaika iela,07/06/2019 08:01,13/06/2019 08:01
40,Latvia,Riga,Purvciems,Viršu 7,2,59,2,119. sērija,53000,898.31,1,56.95197,24.17878,7.0,Viršu iela,07/06/2019 08:01,16/06/2019 08:01
41,Latvia,Riga,Ziepniekkalns,Svētes 1,3,99,1,Jaunais projekts,164000,1656.57,1,56.91525,24.09482,1.0,Svētes iela,07/06/2019 08:01,16/06/2019 08:01
43,Latvia,Riga,Centrs,Stabu 46,3,74,3,Pirmskara projekts,135000,1824.32,1,56.95459,24.13173,46.0,Stabu iela,07/06/2019 08:01,16/06/2019 08:01
45,Latvia,Riga,Āgenskalns,Mūkusalas 25,3,61,6,Jaunais projekts,155000,2540.98,1,56.93753,24.10056,25.0,Mūkusalas iela,07/06/2019 08:01,16/06/2019 08:01
47,Latvia,Riga,Āgenskalns,Gregora 4,1,30,5,Lietuviešu projekts,29500,983.33,1,56.94535,24.052,4.0,Gregora iela,07/06/2019 08:01,16/06/2019 08:01
48,Latvia,Riga,Purvciems,Andromedas g. 12,3,54,1,Lietuviešu projekts,58150,1076.85,1,56.95745,24.20126,12.0,Andromedas gatve,07/06/2019 08:01,16/06/2019 08:01
49,Latvia,Riga,Ziepniekkalns,Ozolciema 54,1,44,4,Mazģimeņu projekts,37500,852.27,1,56.90138,24.0998,54.0,Ozolciema iela,07/06/2019 08:01,16/06/2019 08:01
51,Latvia,Riga,Bolderāja,Lemešu 3,3,66,2,Lietuviešu projekts,39000,590.91,1,57.03375,24.05749,3.0,Lemešu iela,07/06/2019 08:01,09/06/2019 08:01
52,Latvia,Riga,Purvciems,Deglava 106,4,99,9,119. sērija,103000,1040.4,1,56.94811,24.19022,106.0,Augusta Deglava iela,07/06/2019 08:01,16/06/2019 08:01
53,Latvia,Riga,Centrs,Valmieras 39,1,31,2,Pirmskara projekts,28500,919.35,1,56.95079,24.14854,39.0,Valmieras iela,07/06/2019 08:01,16/06/2019 08:01
54,Latvia,Riga,Āgenskalns,Vienības g. 44,3,59,2,Privātmāja,26000,440.68,1,56.92549,24.09049,44.0,Vienības gatve,07/06/2019 08:01,16/06/2019 08:01
55,Latvia,Riga,Purvciems,Pūces 43,3,151,10,Jaunais projekts,235000,1556.29,1,56.95307,24.18944,43.0,Pūces iela,07/06/2019 08:01,16/06/2019 08:01
57,Latvia,Riga,Centrs,Antonijas 12,5,166,4,Pirmskara projekts,435000,2620.48,1,56.95859,24.11222,12.0,Antonijas iela,07/06/2019 08:01,16/06/2019 08:01
58,Latvia,Riga,Imanta,Zentenes 3,3,63,1,602. sērija,57000,904.76,1,56.95825,24.00801,3.0,Zentenes iela,07/06/2019 08:01,16/06/2019 08:01
61,Latvia,Riga,Purvciems,Ūnijas 30,2,47,5,103. sērija,52000,1106.38,1,56.97024,24.16152,4.0,Ūnijas iela,07/06/2019 08:01,16/06/2019 08:01
62,Latvia,Riga,Maskavas priekšpilsēta,Katoļu 2,2,41,2,Pirmskara projekts,19700,480.49,1,56.94026,24.13758,2.0,Katoļu iela,07/06/2019 08:01,16/06/2019 08:01
64,Latvia,Riga,Centrs,Avotu 20,3,110,2,Pirmskara projekts,119900,1090.0,1,56.95046,24.13101,20.0,Avotu iela,07/06/2019 08:01,16/06/2019 08:01
66,Latvia,Riga,Ziepniekkalns,Valdeķu 64,1,41,3,Mazģimeņu projekts,32500,792.68,1,56.90047,24.09389,64.0,Valdeķu iela,07/06/2019 08:01,16/06/2019 08:01
67,Latvia,Riga,Citi,Vabu 17,3,104,1,Jaunais projekts,80000,769.23,1,57.06956,24.09514,17.0,Vabu iela,07/06/2019 08:01,16/06/2019 08:01
68,Latvia,Riga,Centrs,Muitas 1,3,105,2,Jaunais projekts,289000,2752.38,1,56.95419,24.10131,1.0,Muitas iela,07/06/2019 08:01,16/06/2019 08:01
69,Latvia,Riga,Centrs,Pulkv. Brieža 7,2,58,2,Pirmskara projekts,165000,2844.83,1,56.95985,24.10527,7.0,Pulkveža Brieža iela,07/06/2019 08:01,16/06/2019 08:01
71,Latvia,Riga,Centrs,Valmieras 6,1,34,2,Pirmskara projekts,29900,879.41,1,56.94846,24.14497,6.0,Valmieras iela,07/06/2019 08:01,16/06/2019 08:01
72,Latvia,Riga,Citi,Albatrosu 22,1,34,4,Specprojekts,24500,720.59,1,57.05259,24.06746,22.0,Albatrosu iela,07/06/2019 08:01,16/06/2019 08:01
73,Latvia,Riga,Centrs,Republikas laukums 3,1,40,3,Jaunais projekts,112000,2800.0,1,56.95495,24.09919,3.0,Republikas laukums,07/06/2019 08:01,16/06/2019 08:01
74,Latvia,Riga,Centrs,Grostonas 17,2,65,1,Jaunais projekts,135000,2076.92,1,56.96999,24.12392,17.0,Grostonas iela,07/06/2019 08:01,16/06/2019 08:01
76,Latvia,Riga,Purvciems,Ilūkstes 42,3,78,7,119. sērija,75000,961.54,1,56.94848,24.1983,42.0,Ilūkstes iela,07/06/2019 08:01,16/06/2019 08:01
77,Latvia,Riga,Vecrīga,Vāgnera 14,2,28,2,Pirmskara projekts,79000,2821.43,1,56.94866,24.11157,14.0,Riharda Vāgnera iela,07/06/2019 08:01,16/06/2019 08:01
78,Latvia,Riga,Zolitūde,Lejiņa 18,3,76,1,119. sērija,81000,1065.79,1,56.94727,24.02124,18.0,Paula Lejiņa iela,07/06/2019 08:01,16/06/2019 08:01
79,Latvia,Riga,Centrs,Lienes 27,2,55,1,Pirmskara projekts,37000,672.73,1,56.95203,24.15015,27.0,Lienes iela,07/06/2019 08:01,16/06/2019 08:01
80,Latvia,Riga,Centrs,Lāčplēša 77,2,52,4,Pirmskara projekts,57200,1100.0,1,56.94958,24.13329,77.0,Lāčplēša iela,07/06/2019 08:01,16/06/2019 08:01
81,Latvia,Riga,Ziepniekkalns,Ozolciema 18,3,84,8,119. sērija,63000,750.0,1,56.89883,24.08506,18.0,Ozolciema iela,07/06/2019 08:01,16/06/2019 08:01
82,Latvia,Riga,Jugla,Ciemupes 1,2,102,2,Jaunais projekts,130000,1274.51,1,56.98807,24.24669,1.0,Ciemupes iela,07/06/2019 08:01,16/06/2019 08:01
83,Latvia,Riga,Citi,Rusova 32,1,40,4,Mazģimeņu projekts,29990,749.75,1,56.98623,24.17491,32.0,Rusova iela,07/06/2019 08:01,16/06/2019 08:01
84,Latvia,Riga,Purvciems,Brantkalna 11,3,75,5,119. sērija,82000,1093.33,1,56.94999,24.19274,11.0,Detlava Brantkalna iela,07/06/2019 08:01,16/06/2019 08:01
85,Latvia,Riga,Centrs,Avotu 73,3,83,2,Pirmskara projekts,123990,1493.86,1,56.95354,24.14494,73.0,Avotu iela,07/06/2019 08:01,16/06/2019 08:01
88,Latvia,Riga,Vecmīlgrāvis,Vanadziņa g. 1,3,61,4,467. sērija,66000,1081.97,1,57.03247,24.1078,1.0,Vanadziņa gatve,07/06/2019 08:01,16/06/2019 08:01
89,Latvia,Riga,Jugla,Juglas 31,2,42,2,Staļina projekts,35400,842.86,1,56.98157,24.25184,31.0,Juglas iela,07/06/2019 08:01,16/06/2019 08:01
90,Latvia,Riga,Imanta,Anniņmuižas 38,3,81,8,Jaunais projekts,118000,1456.79,1,56.96097,24.01567,38.0,Anniņmuižas bulvāris,07/06/2019 08:01,16/06/2019 08:01
92,Latvia,Riga,Centrs,Kalniņa 1,1,19,2,Renovēts,51490,2710.0,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,07/06/2019 08:01,13/06/2019 08:01
93,Latvia,Riga,Centrs,Kalniņa 1,1,27,4,Renovēts,77690,2877.41,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,07/06/2019 08:01,16/06/2019 08:01
94,Latvia,Riga,Centrs,Kalniņa 1,1,27,2,Renovēts,74590,2762.59,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,07/06/2019 08:01,13/06/2019 08:01
96,Latvia,Riga,Centrs,Vīlandes 18,3,101,3,Pirmskara projekts,154025,1525.0,1,56.96183,24.10225,18.0,Vīlandes iela,07/06/2019 08:01,16/06/2019 08:01
97,Latvia,Riga,Āgenskalns,Raņķa d. 9,3,115,6,Renovēts,178250,1550.0,1,56.94232,24.08864,9.0,Raņķa dambis,07/06/2019 08:01,16/06/2019 08:01
99,Latvia,Riga,Centrs,Ģertrūdes 113,2,43,3,Pirmskara projekts,62000,1441.86,1,56.94875,24.13856,113.0,Ģertrūdes iela,07/06/2019 08:01,16/06/2019 08:01
100,Latvia,Riga,Zolitūde,Lejiņa 16,1,46,6,119. sērija,45500,989.13,1,56.94712,24.02307,16.0,Paula Lejiņa iela,07/06/2019 08:01,16/06/2019 08:01
101,Latvia,Riga,Sarkandaugava,Alekša 11,1,27,2,Pirmskara projekts,18000,666.67,1,56.9936,24.12479,11.0,Alekša iela,07/06/2019 08:01,16/06/2019 08:01
103,Latvia,Riga,Imanta,Dammes 1,3,62,8,602. sērija,53500,862.9,1,56.96106,24.0127,1.0,Dammes iela,07/06/2019 08:01,16/06/2019 08:01
104,Latvia,Riga,Mežaparks,Ķempes 4,3,140,8,Jaunais projekts,199000,1421.43,1,56.99447,24.16623,4.0,Mirdzas Ķempes iela,07/06/2019 08:01,16/06/2019 08:01
105,Latvia,Riga,Maskavas priekšpilsēta,Daugavpils 49,1,23,4,Pirmskara projekts,12000,521.74,1,56.94555,24.14086,49.0,Daugavpils iela,07/06/2019 08:01,16/06/2019 08:01
106,Latvia,Riga,Imanta,Dammes 1,2,50,8,602. sērija,55000,1100.0,1,56.96106,24.0127,1.0,Dammes iela,07/06/2019 08:01,16/06/2019 08:01
107,Latvia,Riga,Centrs,Čaka 68,4,110,6,Pirmskara projekts,119000,1081.82,1,56.95549,24.13532,68.0,Aleksandra Čaka iela,07/06/2019 08:01,16/06/2019 08:01
108,Latvia,Riga,Mežaparks,Ezermalas 2,1,32,9,Čehu projekts,32000,1000.0,1,56.99268,24.19243,2.0,Ezermalas iela,07/06/2019 08:01,16/06/2019 08:01
109,Latvia,Riga,Purvciems,Dzelzavas 2,3,92,2,Pirmskara projekts,85000,923.91,1,56.96449,24.16661,2.0,Dzelzavas iela,07/06/2019 08:01,16/06/2019 08:01
111,Latvia,Riga,Imanta,Anniņmuižas 28,5,104,1,Specprojekts,93000,894.23,1,56.96013,24.02049,28.0,Anniņmuižas bulvāris,07/06/2019 08:01,16/06/2019 08:01
112,Latvia,Riga,Teika,Ieriķu 41,3,60,4,Lietuviešu projekts,79000,1316.67,1,56.96622,24.18247,41.0,Ieriķu iela,07/06/2019 08:01,16/06/2019 08:01
113,Latvia,Riga,Purvciems,Dzelzavas 40,3,76,6,104. sērija,71600,942.11,1,56.95753,24.17906,40.0,Dzelzavas iela,07/06/2019 08:01,16/06/2019 08:01
114,Latvia,Riga,Citi,Jelgavas 63,4,104,1,Jaunais projekts,152000,1461.54,1,56.92827,24.09294,63.0,Jelgavas iela,07/06/2019 08:01,16/06/2019 08:01
116,Latvia,Riga,Purvciems,Ieriķu 33,2,46,5,Lietuviešu projekts,32000,695.65,1,56.96694,24.17851,33.0,Ieriķu iela,07/06/2019 08:01,07/06/2019 08:01
117,Latvia,Riga,Centrs,Skolas 25,4,126,4,Pirmskara projekts,185000,1468.25,1,56.95923,24.12094,25.0,Skolas iela,07/06/2019 08:01,16/06/2019 08:01
118,Latvia,Riga,Vecmīlgrāvis,Emmas 28,2,31,1,Renovēts,39168,1263.48,1,57.03219,24.11679,28.0,Emmas iela,07/06/2019 08:01,16/06/2019 08:01
119,Latvia,Riga,Vecrīga,M. Smilšu 11,1,24,4,Pirmskara projekts,58000,2416.67,1,56.95019,24.10922,11.0,Mazā Smilšu iela,07/06/2019 08:01,16/06/2019 08:01
120,Latvia,Riga,Centrs,Cēsu 43,3,98,5,Pirmskara projekts,96000,979.59,1,56.96632,24.14414,43.0,Cēsu iela,07/06/2019 08:01,11/06/2019 08:00
122,Latvia,Riga,Centrs,Zaļā 3,2,68,2,Pirmskara projekts,110000,1617.65,1,56.95934,24.11494,3.0,Zaļā iela,07/06/2019 08:01,16/06/2019 08:01
123,Latvia,Riga,Maskavas priekšpilsēta,Rēznas 7,2,39,3,Hruščova projekts,33300,853.85,1,56.93663,24.16231,7.0,Rēznas iela,07/06/2019 08:01,16/06/2019 08:01
124,Latvia,Riga,Centrs,Blaumaņa 12,2,47,5,Renovēts,117918,2508.89,1,56.95464,24.12233,12.0,Blaumaņa iela,07/06/2019 08:01,16/06/2019 08:01
125,Latvia,Riga,Iļģuciems,Saulgožu 13,1,30,5,Hruščova projekts,25000,833.33,1,56.96533,24.04792,13.0,Saulgožu iela,07/06/2019 08:01,16/06/2019 08:01
126,Latvia,Riga,Centrs,Tallinas 77,3,75,2,Pirmskara projekts,89000,1186.67,1,56.95758,24.14765,77.0,Tallinas iela,07/06/2019 08:01,16/06/2019 08:01
127,Latvia,Riga,Vecrīga,Alksnāja 10,2,94,2,Renovēts,200000,2127.66,1,56.94617,24.11137,10.0,Alksnāja iela,07/06/2019 08:01,16/06/2019 08:01
128,Latvia,Riga,Purvciems,Dzelzavas 88,3,63,4,Lietuviešu projekts,62000,984.13,1,56.95408,24.20575,88.0,Dzelzavas iela,07/06/2019 08:01,16/06/2019 08:01
129,Latvia,Riga,Imanta,Kurzemes pr. 18,2,43,4,Specprojekts,59892,1392.84,1,56.95854,24.03387,18.0,Kurzemes prospekts,07/06/2019 08:01,16/06/2019 08:01
130,Latvia,Riga,Jugla,Baltezera 1,3,58,4,Specprojekts,50000,862.07,1,56.9927,24.24006,1.0,Baltezera iela,07/06/2019 08:01,16/06/2019 08:01
131,Latvia,Riga,Centrs,Hospitāļu 8,4,107,6,Jaunais projekts,186500,1742.99,1,56.97166,24.13712,8.0,Hospitāļu iela,07/06/2019 08:01,16/06/2019 08:01
132,Latvia,Riga,Bolderāja,Gaigalas 23,1,34,1,103. sērija,24500,720.59,1,57.02877,24.05134,23.0,Gaigalas iela,07/06/2019 08:01,16/06/2019 08:01
133,Latvia,Riga,Pļavnieki,Ilūkstes 32,3,76,7,119. sērija,74000,973.68,1,56.94511,24.19758,32.0,Ilūkstes iela,07/06/2019 08:01,10/06/2019 08:01
134,Latvia,Riga,Vecmīlgrāvis,Melīdas 11,4,78,3,467. sērija,70000,897.44,1,57.03243,24.11005,11.0,Melīdas iela,07/06/2019 08:01,16/06/2019 08:01
135,Latvia,Riga,Ķengarags,Višķu 13,2,44,2,Lietuviešu projekts,45500,1034.09,1,56.8999,24.21246,13.0,Višķu iela,07/06/2019 08:01,16/06/2019 08:01
136,Latvia,Riga,Purvciems,Lielvārdes 127,2,49,4,Lietuviešu projekts,52990,1081.43,1,56.95591,24.20507,127.0,Lielvārdes iela,07/06/2019 08:01,16/06/2019 08:01
137,Latvia,Riga,Purvciems,Pūces 31,3,89,2,Jaunais projekts,180000,2022.47,1,56.9547,24.18725,31.0,Pūces iela,07/06/2019 08:01,16/06/2019 08:01
138,Latvia,Riga,Imanta,Kurzemes pr. 10,3,56,3,Lietuviešu projekts,60500,1080.36,1,56.95602,24.03408,10.0,Kurzemes prospekts,07/06/2019 08:01,16/06/2019 08:01
139,Latvia,Riga,Centrs,Kalniņa 2,2,62,6,Pirmskara projekts,135000,2177.42,1,56.94917,24.12147,2.0,Alfrēda Kalniņa iela,07/06/2019 08:01,16/06/2019 08:01
141,Latvia,Riga,Pļavnieki,Grestes 12,2,49,5,602. sērija,51000,1040.82,1,56.93533,24.20947,12.0,JAAa Grestes iela,07/06/2019 08:01,16/06/2019 08:01
142,Latvia,Riga,Jugla,Juglas 5,2,42,1,Lietuviešu projekts,47500,1130.95,1,56.98807,24.2439,5.0,Juglas iela,07/06/2019 08:01,16/06/2019 08:01
144,Latvia,Riga,Iļģuciems,Bēnes 2,3,60,4,Lietuviešu projekts,53400,890.0,1,56.9659,24.06455,2.0,Bēnes iela,07/06/2019 08:01,16/06/2019 08:01
145,Latvia,Riga,Mežciems,Hipokrāta 47,3,63,6,602. sērija,54500,865.08,1,56.96149,24.23565,47.0,Hipokrāta iela,07/06/2019 08:01,16/06/2019 08:01
146,Latvia,Riga,Maskavas priekšpilsēta,Daugavpils 26,1,18,2,Specprojekts,13000,722.22,1,56.94177,24.14131,26.0,Daugavpils iela,07/06/2019 08:01,16/06/2019 08:01
147,Latvia,Riga,Maskavas priekšpilsēta,Daugavpils 26,2,33,2,Specprojekts,16000,484.85,1,56.94177,24.14131,26.0,Daugavpils iela,07/06/2019 08:01,16/06/2019 08:01
148,Latvia,Riga,Ķengarags,Maskavas 258,2,46,1,Lietuviešu projekts,47700,1036.96,1,56.90948,24.17752,258.0,Maskavas iela,07/06/2019 08:01,16/06/2019 08:01
149,Latvia,Riga,Purvciems,Raunas 41,3,93,4,Jaunais projekts,176500,1897.85,1,56.96746,24.18471,41.0,Raunas iela,07/06/2019 08:01,16/06/2019 08:01
150,Latvia,Riga,Purvciems,Nīcgales 25,1,36,2,Specprojekts,42300,1175.0,1,56.95424,24.17562,25.0,Nīcgales iela,07/06/2019 08:01,16/06/2019 08:01
151,Latvia,Riga,Citi,Jaunsaules 1,1,43,1,Renovēts,65100,1513.95,1,56.95522,24.05094,1.0,Jaunsaules iela,07/06/2019 08:01,16/06/2019 08:01
152,Latvia,Riga,Pļavnieki,Lubānas 123,3,60,1,Specprojekts,88000,1466.67,1,56.93272,24.20497,123.0,Lubānas iela,07/06/2019 08:01,16/06/2019 08:01
153,Latvia,Riga,Jugla,Juglas 10,2,104,5,Jaunais projekts,130000,1250.0,1,56.98655,24.24696,10.0,Juglas iela,07/06/2019 08:01,16/06/2019 08:01
154,Latvia,Riga,Centrs,Katrīnas 17,3,106,5,Jaunais projekts,155000,1462.26,1,56.97063,24.10159,17.0,Katrīnas dambis,07/06/2019 08:01,16/06/2019 08:01
155,Latvia,Riga,Ziepniekkalns,Tadaiķu 1,3,63,3,Lietuviešu projekts,59000,936.51,1,56.91584,24.09219,1.0,Tadaiķu iela,07/06/2019 08:01,16/06/2019 08:01
156,Latvia,Riga,Citi,Tapešu 50,2,40,5,Lietuviešu projekts,44900,1122.5,1,56.95759,24.04645,50.0,Tapešu iela,07/06/2019 08:01,16/06/2019 08:01
157,Latvia,Riga,Āgenskalns,Tapešu 50,2,40,5,Lietuviešu projekts,44900,1122.5,1,56.95759,24.04645,50.0,Tapešu iela,07/06/2019 08:01,16/06/2019 08:01
158,Latvia,Riga,Pļavnieki,Praulienas 8,1,32,3,467. sērija,32500,1015.63,1,56.93532,24.20758,8.0,Praulienas iela,07/06/2019 08:01,16/06/2019 08:01
159,Latvia,Riga,Pļavnieki,Rencēnu 29,1,18,1,Renovēts,19000,1055.56,1,56.92172,24.21558,29.0,Rencēnu iela,07/06/2019 08:01,16/06/2019 08:01
160,Latvia,Riga,Vecmīlgrāvis,Meldru 22,1,28,1,Lietuviešu projekts,19500,696.43,1,57.03228,24.09635,22.0,Meldru iela,07/06/2019 08:01,16/06/2019 08:01
163,Latvia,Riga,Pļavnieki,Praulienas 10,3,63,6,602. sērija,75000,1190.48,1,56.93501,24.20829,10.0,Praulienas iela,07/06/2019 08:01,12/06/2019 08:01
164,Latvia,Riga,Ziepniekkalns,Ozolciema 54,1,44,3,Mazģimeņu projekts,44000,1000.0,1,56.90138,24.0998,54.0,Ozolciema iela,07/06/2019 08:01,16/06/2019 08:01
165,Latvia,Riga,Āgenskalns,Slokas 31,2,137,1,Renovēts,305573,2230.46,1,56.94819,24.07218,31.0,Slokas iela,07/06/2019 08:01,16/06/2019 08:01
167,Latvia,Riga,Pļavnieki,Dzeņu 7,1,40,9,Mazģimeņu projekts,30000,750.0,1,57.08132,24.15354,7.0,Dzeņu iela,07/06/2019 08:01,16/06/2019 08:01
168,Latvia,Riga,Centrs,Avotu 73,3,85,5,Pirmskara projekts,119000,1400.0,1,56.95354,24.14494,73.0,Avotu iela,07/06/2019 08:01,16/06/2019 08:01
170,Latvia,Riga,Citi,Neretas 2,2,98,6,Jaunais projekts,139000,1418.37,1,56.92057,24.09601,2.0,Neretas iela,07/06/2019 08:01,16/06/2019 08:01
171,Latvia,Riga,Ziepniekkalns,Zaļenieku 49,5,102,1,Specprojekts,60000,588.24,1,56.91145,24.09401,6.0,Zaļenieku iela,07/06/2019 08:01,16/06/2019 08:01
173,Latvia,Riga,Ziepniekkalns,Valdeķu 65,3,72,5,119. sērija,107000,1486.11,1,56.89936,24.0913,65.0,Valdeķu iela,07/06/2019 08:01,16/06/2019 08:01
174,Latvia,Riga,Imanta,Kurzemes pr. 46,2,49,4,Lietuviešu projekts,44000,897.96,1,56.96327,24.02821,46.0,Kurzemes prospekts,07/06/2019 08:01,13/06/2019 08:01
175,Latvia,Riga,Jugla,Juglas 3,2,47,3,Lietuviešu projekts,46000,978.72,1,56.98847,24.24334,3.0,Juglas iela,07/06/2019 08:01,16/06/2019 08:01
176,Latvia,Riga,Centrs,Birznieka-Upīša 13,3,150,6,Jaunais projekts,421000,2806.67,1,56.94911,24.12647,13.0,Ernesta Birznieka-Upīša iela,07/06/2019 08:01,16/06/2019 08:01
